2417 2311 2311 2329 2329 2329 1441 2329 2330 4913 4913 2370 2370 2370 2370 2370 4913 2331 2330 2334 2334 2331 2311 2311 2329 2311 2329 2329 2329 2311 4742 2329 2329 1499 4913 4913 2370 2370 2370 2370 2370 2370 4913 2334 2334 2334 2334 2331
2149 2149 2149 2149 346 2149 2149 2149 2149 2149 2149 346 346 2149 2149 346 2149 2149 2149 2149 346 4163 4163 2149 2149 2149 2149 2149 2149 2149 2149 2149 2149 2149 4163 247 342 4000 11 592 346 2149 2149 346 346 346 346 346
2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 411 411 411 411 411 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 2662 3386 6368 846 2662 2662 2662 2662 2662 2662
2354 2354 2354 2354 2354 2354 2354 2354 2354 2572 1903 6688 391 6688 6688 6688 391 384 391 3439 2362 2497 205 2354 2354 2354 139 2354 2354 2354 2354 2354 139 3092 3789 6688 6688 6688 6688 6688 6688 6688 6688 1154 139 2354 2354 2354
2049 2049 2049 2049 2049 2049 2049 2049 2049 1738 2049 2049 2049 2049 2049 2049 6242 2049 1611 512 510 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 4380 2049 2049 2049 3731 2049 2049 2049 2049 2049
2907 2907 2907 2907 2907 2907 2907 2907 5883 2203 552 1555 2826 1601 2203 1601 1601 1518 1518 768 2907 2826 2907 2907 2907 2907 2907 2907 2907 2907 2907 2907 2203 551 3450 1348 2826 2203 1348 1563 1601 552 767 1518 2907 2826 2907 2907
7779 1018 1018 1018 1018 1018 1018 1018 1018 1018 7724 5440 459 3244 2496 1018 7724 2496 1018 1155 1155 1156 458 1156 2496 1018 1018 1018 1018 1018 1018 1018 1018 1018 7724 3244 459 459 1156 7724 7725 1018 2496 2496 6421 2496 2496 6421
1284 1284 1284 1284 1284 316 1284 316 316 1091 3631 3631 3631 2761 3631 3631 1088 1284 316 1284 316 316 1284 316 1284 1284 1284 1284 1284 1284 316 1284 1284 1284 3631 3672 6624 2764 3631 2764 2764 2764 2764 2764 3631 2764 2764 2764
498 498 498 498 498 498 498 686 298 298 686 298 298 298 298 298 686 379 686 1004 1004 295 498 297 498 498 498 295 498 498 498 295 379 295 295 498 379 316 316 316 379 498 498 296 296 295 498 379
378 378 378 378 378 378 378 378 378 378 2475 2383 2051 2051 2051 372 372 372 378 410 410 410 378 378 378 378 378 378 378 378 378 378 378 378 2034 410 410 372 372 378 6715 383 397 383 383 372 378 378
2880 2880 2880 2880 2880 2880 2880 2880 2880 2880 8300 403 977 3668 403 404 132 114 287 1054 8 3472 2880 2880 2880 2880 2880 2880 2880 2880 2880 2880 2880 2880 284 45 200 200 286 287 287 287 8431 2880 991 991 2880 2880
1973 1979 1979 1979 1979 1979 1979 1973 1973 1980 1979 1979 1979 1973 1979 1979 1980 3185 1979 1973 1973 1973 1973 1979 1979 1980 1979 1979 1979 1979 1979 1973 1973 1980 1980 1980 1980 2779 1973 1980 4135 1264 4135 3191 1979 1979 1973 1973
206 206 206 206 206 206 206 206 585 7399 3406 1496 7399 3804 7399 3406 7399 7399 7399 3406 3406 585 206 206 206 206 206 206 206 206 206 206 585 3406 7399 3406 7399 3406 875 920 3307 3406 3406 5889 7399 7399 323 206
3067 3067 3067 3067 3067 3067 3678 7030 5737 2588 850 1409 1407 1407 1407 1407 1407 1657 243 1402 1378 967 967 3067 967 3067 3067 3067 3067 3067 3067 1713 1113 1112 1112 4852 295 5506 1407 1407 1840 1880 1407 1880 441 1949 1787 1522
178 178 178 178 3169 178 178 178 183 183 183 183 183 183 178 183 183 183 3169 3169 5967 183 3169 3169 178 3169 3169 3169 3169 3169 3169 3169 178 183 183 3169 1048 649 649 2529 649 178 3169 3169 4119 3169 3169 3169
976 976 976 976 976 976 976 392 140 81 289 491 422 140 325 431 81 325 91 91 92 6007 976 976 976 976 976 976 976 976 976 976 140 430 430 81 81 325 91 91 325 116 325 116 92 1745 976 976
1706 1706 1706 1706 1706 1706 1706 1706 1675 2019 1628 1624 1706 1675 1706 1675 1675 1706 1675 1675 1856 1675 1856 1706 1706 1706 1706 1706 1706 1706 1706 1675 4942 714 92 135 135 135 714 714 714 678 1675 1706 1675 1675 1706 1706
773 773 773 773 773 773 773 773 773 571 7 976 773 773 773 3721 571 773 773 773 773 773 773 773 773 773 773 773 773 773 773 773 773 773 773 773 571 773 773 571 773 6815 571 773 773 773 773 773
1546 1546 1546 1546 1546 1091 1090 1648 1091 1648 1091 1091 1091 1091 1091 2188 4328 1091 4330 2765 1091 1090 1546 1546 1546 1546 1546 1546 1546 1091 1091 1091 1091 1091 454 1546 1648 1091 1648 1648 1648 1546 1091 1091 1091 1527 1527 1527
4913 4913 4913 4913 4913 4913 2370 1499 4913 4913 2370 4913 4913 4913 4913 2370 4913 2370 2370 4913 4913 4913 4913 4913 4913 4913 4913 4913 4913 4913 4913 2370 2370 4913 4805 1145 2405 2400 4913 4913 4913 4913 2370 4913 2014 4913 4913 4913
3013 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2859 4207 1493 1493 1493 3013 2039 2039 3013 3013 5418 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 3013 3013 4968 3013 2039 7533 2607 2607 2607 2607 2607 2607 2607 2607 3013
2204 2204 699 699 699 2204 699 699 699 699 2204 699 699 699 699 699 699 699 700 699 699 699 2204 699 2204 699 699 699 699 699 2204 2204 3984 1398 2013 1398 1398 2013 1398 1398 1398 1398 1398 1399 488 317 317 317
3237 3237 3237 3237 3237 3237 3237 3237 3237 5214 3151 4091 4091 2241 2241 2251 3237 3237 3237 3237 3237 3237 3237 3237 3237 3237 3237 3237 3237 3237 3237 2249 3237 2241 2241 2243 2241 3151 2241 2241 6767 2241 4091 4091 2889 4091 4091 4091
3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 5233 849 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 3678 592 4284 323 3331 3678 3678 3678 3678 3678 3678 3678 3678
1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 2535 3495 4522 1353 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1158 4703 1698 4476 491 458 3067 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156 1156
846 846 846 846 846 846 846 846 1404 1405 1405 1404 1405 6808 1404 1405 848 846 848 846 846 848 846 846 846 846 846 846 846 846 846 846 1490 1404 1404 1405 6808 1404 1404 1404 4407 2016 846 846 846 846 846 846
1402 1402 1402 1402 1402 1402 7999 407 173 864 2552 1602 3686 88 178 1402 1402 1402 2131 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 1402 6110 6110 6110 3421 3421 3421 3421 3421 2410
540 2163 2163 2163 2163 2163 2163 2163 6365 2163 2163 522 526 2163 75 317 317 317 317 317 317 317 317 317 1127 369 369 369 369 369 369 522 2163 526 317 317 317 317 317 317 1127 369 76 526 317 317 317 317
2333 2333 2333 2333 2333 2333 2333 1087 4424 4425 4424 4800 4424 4424 4424 4425 3205 2309 2308 2309 2309 2369 2333 2333 2333 2333 2333 2333 2333 2333 2333 2333 2333 4335 1333 4592 3205 1334 1334 1334 2334 2336 2336 2336 2955 2333 2333 2333
83 83 83 83 83 83 83 83 83 83 83 83 118 83 83 83 83 83 83 107 100 100 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 1851 2377 5023 83 83 2377 83 83 83
74 74 74 74 74 74 74 74 108 142 1040 243 8 1055 74 553 553 553 553 553 553 553 553 553 74 74 553 553 74 553 88 184 8175 175 5096 2182 2618 180 180 1921 88 553 553 1443 172 172 74 74
2839 2839 2839 2839 2839 2839 2839 2839 1128 875 3451 875 3455 1726 1726 1726 1726 4824 6752 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 385 2005 1632 1726 2839 2839 2839
10 10 10 10 10 10 10 10 10 10 10 243 10 10 10 243 216 525 7558 585 585 3455 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 243 4 10 10 10 4 183 243 10 10 10
1620 1620 1620 1620 1620 1620 1620 1620 1977 1620 1977 1977 1977 1620 1620 1620 1977 1977 1620 7300 522 1620 294 1620 1620 1620 1620 1620 1620 1977 1620 1977 1620 1977 234 260 234 33 13 13 234 234 234 1733 8549 1620 1620 1620
60 10 880 880 880 880 880 880 880 10 451 880 407 1553 1553 1553 416 880 56 880 3045 880 880 56 60 60 880 10 60 60 880 880 880 60 10 880 4798 3031 2404 382 880 880 880 56 880 880 880 880
404 6150 404 404 404 404 404 404 6150 404 404 404 404 404 404 417 404 417 404 404 417 417 404 417 404 404 404 404 404 404 7137 4774 3135 1492 2604 2966 1605 1596 1595 1644 1644 3859 417 404 417 404 407 407
291 137 84 291 137 137 137 137 137 291 5023 5023 5023 5023 5023 136 291 291 291 291 3343 139 291 3343 736 736 199 200 137 137 137 3505 291 291 291 291 425 4656 865 94 865 137 3343 3343 3343 291 137 139
2666 2666 2666 2666 2666 2666 2666 5208 417 234 234 792 3330 577 850 234 2104 234 6 234 234 234 234 234 234 234 234 234 234 234 234 24 417 234 234 234 234 33 514 513 234 260 407 75 234 234 234 234
173 173 173 173 173 1728 370 1487 4083 4856 5229 5756 5756 5756 5756 5756 4169 1485 964 74 2149 395 173 173 173 173 173 173 173 173 553 908 127 184 184 3126 184 407 172 173 172 172 172 173 173 173 173 173
4631 5173 4088 4088 5195 5195 5195 5195 2478 2478 2478 2250 2250 2478 4631 4855 2250 4631 4632 4855 4631 2889 2889 4631 4631 5195 5195 4088 4088 4088 4088 5195 4855 2478 4631 4632 4855 2478 2478 2478 2250 2250 2250 2478 2478 2478 4632 4632
2478 2478 2478 2478 2478 2478 2478 2889 2889 2478 2889 2478 2478 2478 2478 4632 2478 2478 2889 2889 2478 2478 2478 2478 2478 2478 2478 2478 2478 2478 2241 2251 381 2056 899 174 880 5215 2241 2478 2478 2478 2241 2251 2889 2478 2478 2478
1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 47 51 51 18 62 1054 1054 18 8 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 8440 8 47 51 18 1054 1054 8440 70 51 2952 1054 1054 1054 1054 1054
867 767 767 767 767 767 767 767 767 767 5139 867 3407 3407 767 767 867 768 767 867 767 867 5139 867 5139 867 867 767 767 767 767 767 767 767 1563 379 767 767 867 867 767 867 867 767 867 867 867 767
412 412 412 412 412 412 412 412 114 1374 835 1374 1374 1374 1374 1374 1374 1374 1374 679 676 108 412 412 108 412 412 412 412 412 412 412 679 1374 1374 855 1374 1374 1374 1374 1374 1374 1374 1036 114 412 412 412
364 364 364 364 364 364 364 364 75 524 524 524 524 524 522 524 524 524 524 524 364 524 39 364 364 364 364 364 364 364 364 364 364 524 524 524 317 372 1127 524 364 364 524 524 524 4162 75 364
5215 5215 5215 5215 5206 3639 5215 5215 5215 5215 310 5215 1487 1487 5215 5215 309 5215 310 5215 5215 5215 5215 5215 5215 3639 5215 307 3236 3639 5164 5215 5215 3639 5215 309 4085 5215 5215 309 309 2265 5215 5215 5215 5215 5215 5215
946 946 946 946 1562 1562 945 3141 3141 3141 3141 3141 847 847 847 847 847 847 847 6046 847 3141 3141 3141 3141 3141 3141 3141 3141 3141 2013 6046 6046 6046 5393 6046 847 6046 6046 6046 6046 847 847 847 6046 3141 3141 3141
379 379 473 365 365 365 365 365 365 365 365 379 2167 295 295 379 295 365 365 365 365 365 365 295 379 365 365 365 365 365 365 365 365 365 473 473 473 295 1386 1128 5439 3377 842 365 365 379 2167 295
6032 841 6032 6032 6032 6032 6032 6032 6032 841 842 1093 6032 6032 6032 6032 6032 1093 6032 6032 6032 6032 6032 6032 6032 6032 6032 6032 6032 6032 6032 6032 6032 842 6058 6032 6032 6032 6032 6032 6032 6032 6032 6032 8279 1278 6032 6032
387 387 387 387 387 387 387 387 387 387 387 1959 2047 1715 2779 2320 387 387 387 387 387 387 387 387 387 387 387 387 387 387 387 387 387 387 4637 1281 2318 4637 4637 387 1960 387 387 387 387 387 387 387
1559 1559 1559 1559 1559 1559 1559 95 94 393 94 94 393 393 94 678 678 93 94 393 93 667 6139 1559 1559 1559 1559 1559 1559 1559 1559 114 393 94 393 678 93 93 393 93 93 94 5977 835 93 909 909 1559
681 1446 1446 352 1446 352 1446 1446 1446 1455 352 2501 405 352 689 689 1553 352 1 1 1 50 50 50 352 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 689 3155 2049 6242 6444 1048 352 1446 352 689 352
2329 2329 2329 2329 2329 2329 2329 2329 2329 2329 2330 2329 2329 2329 2329 2333 2329 2329 2329 2329 1441 2329 2329 2329 2329 2329 2329 2329 2329 2329 2329 2329 2329 2329 1322 2329 2329 1499 1499 1441 2329 2329 2329 2329 2329 2329 2329 2329
864 1753 1753 1753 1753 1753 1753 4725 864 6314 6331 6412 6331 6331 797 797 1863 797 1753 1753 864 864 864 1753 864 864 864 4725 864 864 864 1753 1753 797 797 797 797 797 797 797 797 147 1753 864 864 1753 1753 864
864 864 864 864 864 864 864 864 864 864 864 864 864 864 864 864 864 1116 1116 864 2594 864 864 864 864 864 864 864 864 864 864 2594 858 864 864 864 869 1081 1128 3991 3991 3991 2594 864 864 864 864 864
1036 1036 1036 1036 1036 1036 1036 1036 1036 1036 1048 1034 674 674 674 1036 1036 1036 1036 1036 1036 1048 1036 1367 1036 1036 1036 1036 1036 1036 1036 1036 1036 1036 1048 713 713 713 87 87 87 679 1036 1036 4184 1388 1036 1048
940 941 941 941 941 2923 941 971 295 1003 761 299 295 485 1330 317 317 3043 1490 963 963 963 963 963 770 941 941 941 941 941 941 941 941 971 2571 473 1018 1193 1193 1193 1193 5133 768 3913 3913 3913 770 941
733 733 733 733 733 733 733 733 733 88 313 3640 302 745 373 373 745 373 397 1991 1991 397 1991 200 733 733 733 733 733 733 733 733 733 738 313 745 763 373 763 3640 313 217 738 738 733 7087 733 733
1127 1126 1126 1126 1126 1126 1126 1127 1126 1127 76 5530 5530 2440 816 2872 3963 1126 1127 954 954 954 954 954 954 954 1127 1126 1126 1126 1126 1126 248 1127 547 248 248 1127 1127 1126 1127 78 248 78 1127 1127 1127 1126
2188 3290 2188 2188 2188 2188 2188 3290 4326 2188 4326 4326 2188 2188 297 297 1539 2188 2188 2188 2188 2188 2188 2188 2188 2188 2188 2188 4326 2188 2188 6732 3273 178 178 178 178 2222 2222 178 2222 178 1049 178 3574 3574 178 178
80 431 80 80 80 80 80 359 80 135 359 80 359 80 80 80 80 359 359 431 431 80 359 8087 80 359 80 80 80 1723 431 80 80 359 431 81 431 80 359 431 291 291 80 359 132 359 80 359
526 526 526 526 526 526 526 2163 248 248 2163 2163 2163 2163 369 369 369 369 2163 2163 2163 522 2163 2163 2163 2163 2163 2163 2163 2163 2163 2163 248 248 522 402 410 76 2163 2163 2163 2163 2163 2163 2163 2163 2163 2163
2364 2364 2364 2364 2364 2364 2364 1434 4913 2364 2331 2331 2331 2331 2813 2331 2364 2331 2364 2364 2364 2364 2364 2364 2364 2364 2364 2364 2364 2364 2364 4853 2370 2370 2370 2370 2364 4913 4913 2370 4913 1499 2364 2364 2364 2364 2364 2364
590 590 590 590 590 590 590 588 588 588 588 588 588 590 4284 590 588 590 588 588 2871 197 588 588 588 588 590 590 590 590 588 588 590 588 590 590 588 590 1078 4284 323 197 590 588 588 588 590 590
1706 1706 1706 210 210 3324 3324 2104 2104 210 7518 2104 210 2104 3525 3525 3779 3324 1706 3324 210 210 7518 210 210 210 210 1706 1706 3324 210 3324 210 2104 199 210 2104 2104 3011 3324 3324 3779 3324 210 210 2104 210 210
1501 1501 1501 1501 1501 1501 1501 1501 1501 1477 1477 1501 1477 1477 1440 1477 1501 1501 1477 1435 1435 1477 1435 1435 1477 1501 1501 1501 1501 1501 1501 1501 1501 991 285 3472 3472 1477 1477 1477 1477 1477 1477 1477 1477 1477 1501 1501
416 416 416 416 416 416 407 416 416 416 1029 585 690 796 1416 1502 444 1754 407 416 416 416 416 416 416 416 416 416 416 416 416 912 1552 4262 4262 363 1554 1554 1230 416 407 416 416 416 416 416 407 2499
663 4320 511 511 511 511 4320 268 268 268 268 268 268 511 268 1472 1128 1180 903 7172 2552 2383 3373 3373 508 696 4320 511 696 268 511 268 511 511 268 268 511 511 268 1789 905 2552 2552 2552 3378 6195 2552 511
1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 71 1054 47 2584 1088 3215 8097 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1440 70 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054 1054
316 316 316 316 316 316 957 316 316 316 316 316 316 316 316 316 316 316 316 316 316 316 316 316 316 316 316 316 365 316 316 316 316 316 3173 379 2655 5141 298 365 316 316 473 316 316 316 316 316
1378 1378 945 945 945 945 945 945 945 945 2440 945 1378 1378 1378 1378 3390 967 1378 1378 1378 1378 945 945 945 945 945 945 945 945 945 945 945 945 945 2301 1378 1378 1378 3390 1378 967 1378 1378 1378 1378 945 945
764 764 764 764 764 764 764 764 764 884 991 884 764 764 764 764 884 764 764 764 764 764 764 764 764 764 764 764 764 764 764 764 764 764 1440 8255 764 2610 2610 2610 2610 884 884 884 764 884 764 764
3472 3472 3472 3472 3472 3472 3472 3472 342 342 3031 342 3940 7302 4000 285 4002 1773 8426 1773 1773 283 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 3472 1773 4000 1773 2232 3472 3472 3472 3472 3472
297 297 297 297 297 297 297 297 1717 1545 4327 1961 1961 1961 1961 3104 1545 297 498 297 297 297 297 297 297 297 297 297 297 1545 297 297 1545 1546 1545 297 1545 498 1545 1545 1545 1545 498 1545 1545 498 498 498
